Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight
DCA08RA078,07/07/2008,"Madrid, Colombia",Colombia,4.719723,-74.251944,,N/A,Fatal(2),Destroyed,N714CK,Boeing,747,NSCH,,2,6,,VMC,
DCA08WA020,12/16/2007,"Cairo, Egypt",Egypt,30.0444196,31.2357116,,,Incident,Minor,N751SA,Boeing,747,NSCH,,0,0,4,,
ANC07LA008,12/23/2006,"Anchorage, AK",United States,61.174445,-149.996389,ANC,Ted Stevens Anchorage Internat,Non-Fatal,Substantial,N752SA,Boeing,747,NSCH,,0,0,3,IMC,STANDING
FTW02IA061,01/03/2002,"Houston, TX",United States,29.980278,-95.339722,IAH,Bush Intercontinental Airport,Incident,Minor,F-GCBG,Boeing,747,SCHD,,0,0,3,VMC,TAXI
ENG11WA044,07/26/2011,"Liege, Belium, Belgium",Belgium,50.6325574,5.5796662,LGG,Liege Airport,Incident,,,Boeing,747,SCHD,,0,0,,,
DCA97WA013,12/05/1996,"Hong Kong, United Kingdom",United Kingdom,22.396427,114.109497,,,Incident,,,Boeing,747,SCHD,,0,0,3,,
DCA02WA044,06/13/2002,"Manchester, United Kingdom",United Kingdom,53.4807593,-2.2426305,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,VMC,
DCA05RA002,10/14/2004,"Halifax, Canada",Canada,44.6487635,-63.5752387,YHZ,Dummy,Fatal(7),Destroyed,,Boeing,747,NSCH,,7,0,,,
NYC02FA160,08/11/2002,"Jamaica, NY",United States,40.639722,-73.778889,JFK,JOHN F KENNEDY INTL,Non-Fatal,Minor,EC-DNP,Boeing,747,SCHD,,0,2,349,VMC,TAKEOFF
DCA12WA140B,08/20/2012,"Jeddah, Saudi Arabia",Saudi Arabia,21.485811,39.1925048,OEJN,King Abdulaziz International,Incident,Minor,,Boeing,747,,,0,0,,,
ENG07WA027,04/19/2007,"Dammam, Saudi Arabia",Saudi Arabia,26.4206828,50.0887943,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,,
DCA01WA020,02/04/2001,"POINT A PITRE, Guadeloupe",Guadeloupe,16.2392333,-61.5355024,,,Incident,,,Boeing,747,SCHD,,0,0,,,
DCA00WA041,04/22/2000,"Rome, Italy",Italy,41.9027835,12.4963655,,,Incident,,,Boeing,747,SCHD,,0,0,,,
DCA10WA055,05/04/2010,"Seoul, Korea, Republic Of","Korea, Republic Of",37.566535,126.9779692,ICN,Incheon,Incident,Minor,N749SA,Boeing,747,NSCH,,0,0,3,VMC,
DCA03WA031,03/12/2003,Johannesburg,,-26.2041028,28.0473051,,,Unavailable,Substantial,,Boeing,747,SCHD,,0,0,,,
DCA13WA104,06/09/2013,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,EGLL,"London, Heathrow",Incident,,,Boeing,747,,,0,0,312,,
DCA13WA080,04/22/2013,"Melbourne, Australia",Australia,-37.8136276,144.9630576,,,Incident,Minor,N119UA,Boeing,747,,,0,0,146,,
DCA12WA140A,08/20/2012,"Jeddah, Saudi Arabia",Saudi Arabia,21.485811,39.1925048,OEJN,King Abdulaziz International,Incident,Minor,,Boeing,747,,,0,0,,,
DCA12WA127,08/17/2012,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,,,Boeing,747,,,0,0,362,,
DCA12WA108,07/05/2012,"Tokyo, Japan",Japan,35.6761919,139.6503106,,,Non-Fatal,,,Boeing,747,,,0,1,193,,
DCA08RA084,07/25/2008,"Manila, Philippines",Philippines,14.5995124,120.9842195,,,Non-Fatal,Substantial,,Boeing,747,SCHD,,0,0,365,,
ENG08WA019,03/25/2008,"Dhaka, Bangladesh",Bangladesh,23.810332,90.4125181,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,,
DCA08WA025,01/07/2008,"Bangkok, Thailand",Thailand,13.7563309,100.5017651,,,Incident,Minor,,Boeing,747,SCHD,,0,0,334,,
NYC07LA017,10/31/2006,"Newark, NJ",United States,40.6925,-74.168611,KEWR,Newark Liberty Intl,Non-Fatal,Substantial,D-ABVY,Boeing,747,SCHD,,0,0,312,VMC,TAXI
DEN06IA068,04/23/2006,"Denver, CO",United States,39.861667,-104.673056,DEN,Denver International,Incident,Minor,DABVN,Boeing,747,SCHD,,0,0,401,VMC,TAXI
DCA05WA040,02/20/2005,"Manchester, United Kingdom",United Kingdom,53.4807593,-2.2426305,,,Incident,,,Boeing,747,SCHD,,0,0,370,,
DCA04WA078,08/31/2004,"Hanamaki, Japan",Japan,39.3886253,141.1168998,,,Non-Fatal,,,Boeing,747,SCHD,,0,1,558,,
DCA03WA030,03/12/2003,"Auckland, New Zealand",New Zealand,-36.8508827,174.7644881,,,Unavailable,Substantial,,Boeing,747,SCHD,,0,0,,,
IAD02LA039,04/01/2002,Atlantic Ocean,,42.5725,-70.718611,,,Non-Fatal,,G-BNLS,Boeing,747,SCHD,,0,1,213,VMC,CLIMB
DCA01RA002,10/31/2000,"Taipei, Taiwan",Taiwan,25.0329694,121.5654177,,,Fatal(83),Destroyed,,Boeing,747,SCHD,,83,39,25,IMC,
ENG07RA021,04/03/2007,"Chengdu, China",China,30.572815,104.066801,,,Incident,,,Boeing,747,SCHD,,0,0,,,
ENG07RA001,10/09/2006,"Seoul, Korea, Republic Of","Korea, Republic Of",37.566535,126.9779692,,,Incident,,,Boeing,747,SCHD,,0,0,,,
LAX02WA272,08/30/2002,"AUCKLAND, New Zealand",New Zealand,-36.8508827,174.7644881,,,Incident,,,Boeing,747,SCHD,,0,0,,,
DCA10WA056,05/07/2010,"Sydney, Australia",Australia,-33.8688197,151.2092955,SYD,"Sydney, Australia",Incident,Minor,N128UA,Boeing,747,SCHD,,0,0,246,VMC,
LAX07LA204,06/27/2007,"Oceanic, UN",United States,11,-157,,,Non-Fatal,,N120UA,Boeing,747,SCHD,,0,1,282,VMC,CRUISE
LAX02LA146,05/01/2002,"Pacific Ocean, PO",United States,-24.3,174.333333,,,Non-Fatal,,N182UA,Boeing,747,SCHD,,0,1,283,VMC,CLIMB
ENG09WA005,05/11/2009,"Johannesburg, South Africa",South Africa,-26.2041028,28.0473051,FAJS,Tambo International Airport,Incident,,,Boeing,747,SCHD,,0,0,,,
MIA07IA031,12/26/2006,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International,Incident,,G-BNLM,Boeing,747,SCHD,,0,0,368,VMC,TAXI
DCA10RA092,09/03/2010,"Dubai, United Arab Emirates",United Arab Emirates,25.2048493,55.2707828,,,Fatal(2),Destroyed,N571UP,Boeing,747,NSCH,,2,0,,,
DCA12WA144,09/09/2012,"Melbourne, Australia",Australia,-37.8136276,144.9630576,,,Incident,,N409MC,Boeing,747,NSCH,,0,0,,,
ENG10WA036,06/11/2010,"Tokyo, Japan, Japan",Japan,35.6761919,139.6503106,NRT,Narita/New Tokyo International,Incident,,,Boeing,747,SCHD,,0,0,,,
DCA07WA015,12/07/2006,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,,,Boeing,747,SCHD,,0,0,,,
DCA12RA148,09/11/2012,"Shanghai, China",China,31.230416,121.473701,,,Incident,Minor,,Boeing,747,SCHD,,0,0,2,,
ANC05IA016,12/05/2004,"Anchorage, AK",United States,61.174445,-149.996389,,,Incident,Minor,JA8158,Boeing,747,NSCH,,0,0,3,VMC,CRUISE
ENG13WA023,01/30/2011,"Keflavik, Iceland",Iceland,63.9997549,-22.5582716,BIKF,Keflavik Airport,Incident,,,Boeing,757,SCHD,,0,0,2,UNK,
DCA10WA078,07/16/2010,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,,,Boeing,757,SCHD,,0,0,,,
DCA15WA045,12/17/2014,"Warsaw, Poland",Poland,52.2296756,21.0122287,,,Incident,,,Boeing,757,,,0,0,,,TAKEOFF
ENG15WA005,12/06/2014,"Magadan, Russia",Russia,59.5594397,150.8127537,UHMM,Magadan,Incident,,,Boeing,757,,,0,0,,,CLIMB
DCA10WA043,02/21/2010,"Bacelona, Spain",Spain,41.3850639,2.1734035,,,Incident,,,Boeing,757,SCHD,,0,0,,,TAKEOFF
DCA14WA005,10/22/2013,"Providenciales, Turks And Caicos Islands",Turks And Caicos Islands,21.7737654,-72.271908,,,Incident,,N605AA,Boeing,757,SCHD,,0,0,175,,
DCA13WA158,09/19/2013,"San Andreas, Colombia",Colombia,12.576855,-81.705052,,N/A,Incident,,N676AN,Boeing,757,SCHD,,0,0,,,DESCENT
DCA14WA084,10/20/2013,"Dublin, Ireland",Ireland,53.3498053,-6.2603097,,,Incident,Minor,N41140,Boeing,757,,,0,0,131,,
DCA12WA125,08/08/2012,"Tenerife Sur, Spain",Spain,28.0467575,-16.5725303,,N/A,Incident,,,Boeing,757,,,0,0,229,,
SEA04IA175,08/27/2004,"Richmond, BC, Canada",Canada,47.444444,-122.331111,,,Incident,Minor,N526UA,Boeing,757,SCHD,,0,0,130,VMC,TAKEOFF
CHI04LA084,03/01/2004,"Janesville, WI",United States,42.619445,-89.040277,,,Non-Fatal,,N516UA,Boeing,757,SCHD,,0,1,175,VMC,DESCENT
DCA02WA040,05/22/2002,"Gibraltar, Gibraltar",Gibraltar,36.140751,-5.353585,,,Non-Fatal,Substantial,,Boeing,757,SCHD,,0,0,163,,
CHI02LA111,04/18/2002,"Springfield, MO",United States,37.486389,-93.456111,,,Non-Fatal,,N516AT,Boeing,757,SCHD,,0,3,111,VMC,CRUISE
SEA02LA049,03/02/2002,"Seattle, WA",United States,47.6062095,-122.3320708,KSEA,Seattle/Tacoma Int.,Non-Fatal,Substantial,N589UA,Boeing,757,SCHD,,0,0,90,VMC,STANDING
OPS07IA002,01/10/2007,"Atlanta, GA",United States,33.7489954,-84.3879824,ATL,THE WILLIAM B HARTSFIELD ATLAN,Incident,,,Boeing,757,SCHD,,0,0,173,VMC,TAKEOFF
SEA08LA061B,01/13/2008,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,Non-Fatal,Substantial,N508UA,Boeing,757,SCHD,,0,0,61,VMC,TAXI
SEA06IA105,05/17/2006,"Portland, OR",United States,45.588611,-122.5975,PDX,PORTLAND INTL,Incident,,N506UA,Boeing,757,SCHD,,0,0,189,VMC,TAKEOFF
CHI06LA099,03/15/2006,"Omaha, NE",United States,41.303056,-95.894166,OMA,Eppley Airfield,Non-Fatal,,N518UA,Boeing,757,SCHD,,0,1,97,VMC,CRUISE
CHI03LA113,04/21/2003,"Lithonia, GA",United States,33.743889,-84.0425,,,Non-Fatal,,N504UA,Boeing,757,SCHD,,0,1,184,IMC,CRUISE
CHI01LA331,09/23/2001,"Indianapolis, IN",United States,39.768403,-86.158068,IND,Indianapolis International,Non-Fatal,,N570UA,Boeing,757,SCHD,,0,1,40,VMC,TAXI
CHI05LA135,06/05/2005,"New Chicago, IN",United States,41.56,-87.274445,,,Non-Fatal,,N602AN,Boeing,757,SCHD,,0,1,160,VMC,DESCENT
MIA03IA168,08/24/2003,"Miami, FL",United States,25.793055,-80.290555,MIA,Miami International,Incident,Minor,N609AA,Boeing,757,SCHD,,0,0,169,VMC,TAXI
LAX03LA167,05/20/2003,"Santa Ana, CA",United States,33.681667,-117.869167,SNA,John Wayne/Orange County,Non-Fatal,Substantial,N692AA,Boeing,757,SCHD,,0,0,103,VMC,TAXI
OPS11IA410,03/11/2011,"ATLANTA, GA",United States,33.7489954,-84.3879824,KATL,Atlanta,Incident,,,Boeing,757,SCHD,,0,0,130,VMC,TAKEOFF
OPS07IA006A,07/11/2007,"Fort Lauderdale, FL",United States,26.0725,-80.1525,FLL,Fort Lauderdale International,Incident,,,Boeing,757,SCHD,,0,0,307,VMC,LANDING
NYC06LA074,02/25/2006,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Lawrence Logan,Non-Fatal,Substantial,N697DL,Boeing,757,SCHD,,0,0,146,VMC,STANDING
IAD05LA044,03/06/2005,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Logan,Non-Fatal,,N6710E,Boeing,757,SCHD,,0,1,188,VMC,TAXI
DEN03IA067,04/17/2003,"Salt Lake City, UT",United States,40.788333,-111.977778,SLC,Salt Lake City International,Incident,Minor,N6712B,Boeing,757,SCHD,,0,0,123,VMC,CLIMB
NYC02LA110,06/02/2002,"Fairfield, IL",United States,38.363333,-88.343333,,,Non-Fatal,,N694DL,Boeing,757,SCHD,,0,1,113,IMC,DESCENT
LAX01LA307,07/11/2001,"San Francisco, CA",United States,37.618889,-122.374723,SFO,San Francisco International,Non-Fatal,,N644DL,Boeing,757,SCHD,,0,1,98,VMC,DESCENT
DCA02RA047A,07/01/2002,"Uberlingen, Germany",Germany,47.7661746,9.1702772,,,Fatal(71),Destroyed,,Boeing,757,SCHD,,71,0,,,
LAX07LA189,04/24/2007,"Burbank, CA",United States,34.200556,-118.358611,BUR,Bob Hope Airport,Non-Fatal,,N402UP,Boeing,757,NSCH,,0,1,2,VMC,TAXI
DEN07LA098,06/03/2007,"Denver, CO",United States,39.861389,-104.673056,,,Non-Fatal,,N523US,Boeing,757,SCHD,,0,1,172,VMC,APPROACH
ANC04IA058,05/31/2004,"Anchorage, AK",United States,61.174445,-149.996389,PANC,Anchorage International,Incident,,N550NW,Boeing,757,SCHD,,0,0,187,VMC,STANDING
NYC03FA039,01/19/2003,"Flushing, NY",United States,40.777223,-73.8725,LGA,LA GUARDIA,Non-Fatal,Substantial,N550NW,Boeing,757,SCHD,,0,1,1,VMC,STANDING
NYC02LA187,09/09/2002,"Baltimore, MD",United States,39.165,-76.663333,BWI,Baltimore-Washington Intl Arpt,Non-Fatal,Substantial,N534US,Boeing,757,SCHD,,0,0,103,VMC,LANDING
DCA08WA086,07/29/2008,"Budapest, Hungary",Hungary,47.497912,19.040235,,,Unavailable,,,Boeing,767,,,0,0,,,
ENG15RA015,02/17/2015,"Islamabad, Pakistan, Pakistan",Pakistan,33.6844202,73.0478848,ISB,Islamabad International,Incident,Minor,,Boeing,767,SCHD,,0,0,,,TAKEOFF
DCA14WA019,12/05/2013,"Madrid, Spain",Spain,40.4167754,-3.7037902,,,Non-Fatal,Substantial,N182DN,Boeing,767,SCHD,,0,0,203,,
DCA15WA159,07/12/2015,"Singapore, Singapore",Singapore,1.352083,103.819836,,,Incident,,,Boeing,767,,,0,0,,,
DCA14WA172,09/12/2014,"Seoul, Korea, Republic Of","Korea, Republic Of",37.566535,126.9779692,,,Non-Fatal,,,Boeing,767,,,0,1,223,,
DCA15WA024,11/04/2014,"Lima, Peru",Peru,-12.0463731,-77.042754,,,Incident,,N644UA,Boeing,767,,,0,0,219,,
DCA11WA048A,04/14/2011,"Barcelona, Spain",Spain,41.3850639,2.1734035,,,Incident,Minor,N366AA,Boeing,767,SCHD,,0,0,,,
DCA14WA042,01/21/2014,"Buenos Aires, Argentina",Argentina,-34.6036844,-58.3815591,,,Incident,Minor,N191DN,Boeing,767,,,0,0,209,,
DCA06WA006,11/06/2005,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,,N653US,Boeing,767,SCHD,,0,0,,,
DCA02RA032,04/15/2002,"Pusan, Korea, Republic Of","Korea, Republic Of",35.1795543,129.0756416,,,Fatal(138),Destroyed,,Boeing,767,SCHD,,138,28,,IMC,
ENG03WA004,12/08/2002,"Brisbane, Australia",Australia,-27.4704528,153.0260341,ABBN,Dummy,Incident,Minor,,Boeing,767,SCHD,,0,0,,,
IAD03IA007,10/19/2002,"BOSTON, MA",United States,42.375,-71.002778,BOS,LOGAN INTERNATIONAL AIRPORT,Incident,Minor,N607UA,Boeing,767,SCHD,,0,0,128,VMC,TAKEOFF
ENG06IA018,06/02/2006,"Los Angeles, CA",United States,34.0522342,-118.2436849,KLAX,Los Angeles,Incident,Substantial,N330AA,Boeing,767,NSCH,,0,0,3,,STANDING
NYC02LA088,04/22/2002,Atlantic Ocean,,19.663611,-66.126111,,,Non-Fatal,,N68160,Boeing,767,SCHD,,0,1,119,VMC,CRUISE
DCA05MA083,07/11/2005,"Raleigh-Durham, NC",United States,35.4,-80.666667,,,Non-Fatal,,N113DA,Boeing,767,SCHD,,0,1,186,VMC,CRUISE
MIA04LA134,09/29/2004,Caribbean Sea,,13,-71.5,AUA,"Aruba, Netherlands Antilles",Non-Fatal,,N109DL,Boeing,767,SCHD,,0,1,144,VMC,CRUISE
ENG02RA004,11/27/2001,"Melbourne, Australia",Australia,-37.416667,145.116667,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,
DCA07WA016,11/08/2006,"Bristol, United Kingdom",United Kingdom,51.454513,-2.58791,,,Incident,Minor,N330LF,Boeing,767,NSCH,,0,0,,,
DCA14WA104,03/19/2014,"FRANKFURT, Germany",Germany,50.1109221,8.6821267,,,Incident,,,Boeing,767,,,0,0,262,,
OPS08IA008B,07/05/2008,"New York, NY",United States,40.7127753,-74.0059728,KJFK,John F. Kennedy Intl,Incident,,,Boeing,767,SCHD,,0,0,285,VMC,TAKEOFF
ENG08RA005,11/22/2007,"Nice, France",France,43.7101728,7.2619532,LFMN,"Cote D'Azur, Nice, France",Incident,Minor,N1611B,Boeing,767,SCHD,,0,0,,,
DCA07WA029,03/03/2007,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,
DCA06WA074,09/17/2006,,Iceland,64.963051,-19.020836,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,
NYC06LA151,06/17/2006,"Dulles, VA",United States,38.945,-77.456667,IAD,Washington-Dulles,Non-Fatal,Substantial,N653UA,Boeing,767,SCHD,,0,0,183,VMC,STANDING
MIA03WA011,10/21/2002,"Buenos Aires, Argentina",Argentina,-34.822223,-58.535833,,,Incident,Minor,,Boeing,767,SCHD,,0,0,162,VMC,
NYC02WA135,07/02/2002,"Asuncion, Paraguay",Paraguay,-25.2637399,-57.575926,,,Incident,,N376AN,Boeing,767,SCHD,,0,0,144,,
MIA01WA100,03/16/2001,"PUERTO PLATA, Dominican Republic",Dominican Republic,19.7807686,-70.6871091,,,Non-Fatal,Substantial,,Boeing,767,NSCH,,0,0,2,VMC,
ANC04IA025,02/19/2004,"Miami, FL",United States,25.783333,-80.283333,MIA,MIAMI INTL,Incident,,PH-MCL,Boeing,767,SCHD,,0,0,290,VMC,LANDING
ENG06RA004,12/01/2005,"Kagoshima, Japan",Japan,31.5968539,130.5571392,RJFK,Kagoshima Airport,Incident,Minor,,Boeing,767,SCHD,,0,0,,,
DCA04WA067,08/07/2004,"Viru-Viru Int, Bolivia",Bolivia,-17.6431198,-63.1407565,,,Unavailable,Substantial,,Boeing,767,SCHD,,0,0,,,
DCA01WA038,04/23/2001,"Zurich, Switzerland",Switzerland,47.3768866,8.541694,,,Incident,,,Boeing,767,SCHD,,0,0,,,
DCA01WA032,03/27/2001,"Paris, France",France,48.856614,2.3522219,,,Incident,,N379AA,Boeing,767,SCHD,,0,0,137,,
NYC01LA076,12/27/2000,"Boston, MA",United States,42.3600825,-71.0588801,BOS,GENERAL EDWARD LAWRENCE LOGAN,Non-Fatal,,N155DL,Boeing,767,SCHD,,0,1,79,VMC,TAXI
ENG07WA010,12/30/2006,"Auckland, New Zealand",New Zealand,-36.8508827,174.7644881,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,
DCA12WA102,07/03/2012,"Sao Paulo, Brazil",Brazil,-23.5505199,-46.6333094,,,Incident,,N342AN,Boeing,767,SCHD,,0,0,,,
DCA10WA052,04/13/2010,"Keflavik, Iceland",Iceland,63.9997549,-22.5582716,BIKF,Keflavik,Incident,,N380AN,Boeing,767,SCHD,,0,0,140,,
DEN07WA143,08/20/2007,"Frankfurt, Germany",Germany,50.106111,8.676111,,,Incident,Minor,N369AA,Boeing,767,SCHD,,0,0,170,VMC,
DCA02WA012,12/04/2001,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,Minor,N7375A,Boeing,767,SCHD,,0,0,77,,
DCA12WA146,09/13/2012,"Sao Paulo, Brazil",Brazil,-23.5505199,-46.6333094,,,Non-Fatal,Minor,N173DZ,Boeing,767,SCHD,,0,0,220,,
MIA02WA176,08/24/2002,"Buenos Aires, Argentina",Argentina,-34.822223,-58.535833,,,Incident,,N178DN,Boeing,767,SCHD,,0,0,208,VMC,
ATL02LA075,04/05/2002,"Atlanta, GA",United States,33.645,-84.433056,ATL,THE WILLIAM B HARTSFIELD ATLAN,Non-Fatal,Substantial,N1608,Boeing,767,SCHD,,0,0,199,VMC,CLIMB
FTW98FA380,09/11/1998,"Houston, TX",United States,29.607222,-95.158611,EFD,Ellington Field,Non-Fatal,Substantial,N316UP,Boeing,767,NSCH,,0,0,2,IMC,APPROACH
DCA14WA030,01/05/2014,"Madinah, Saudi Arabia",Saudi Arabia,24.5246542,39.5691841,,,Non-Fatal,Minor,,Boeing,767,,,0,3,,,
DCA04RA060,07/28/2004,"Rome, Italy",Italy,41.9027835,12.4963655,,,Non-Fatal,Minor,,Boeing,767,SCHD,,0,0,160,,
DCA12WA010,10/28/2011,"Nani, Kenya",Kenya,-0.846111,39.9275,,,Unavailable,,,Boeing,777,SCHD,,0,0,,,CRUISE
DCA14RA127,07/17/2014,"Hrabove, Ukraine",Ukraine,48.1480303,38.6478533,,N/A,Fatal(295),Destroyed,,Boeing,777,SCHD,,295,0,,,
DCA14RA076,03/08/2014,"Kuala Lampur, Malaysia",Malaysia,3.139003,101.686855,WMKK,Kuala Lumper International,Fatal(239),Destroyed,,Boeing,777,SCHD,,239,0,,,
DCA12WA066,03/31/2012,"Tokyo, Japan",Japan,35.6761919,139.6503106,,Tokyo International Airport,Unavailable,Substantial,,Boeing,777,,,0,0,,,GO-AROUND
DCA14WA025,12/19/2013,"Changi, Singapore",Singapore,1.3450101,103.9832089,,,Non-Fatal,,,Boeing,777,,,0,0,217,,
OPS14IA011,08/15/2014,"Shemya, AK",United States,52.743611,174.124167,,N/A,Incident,,,Boeing,777,SCHD,,0,0,,UNK,
ENG13WA039,07/21/2013,"Moscow, Russia",Russia,55.755826,37.6172999,SVO,Moscow Sheremetyevo Intern,Incident,,,Boeing,777,SCHD,,0,0,,,
DCA15WA041,12/16/2014,"Ishikawa, Japan",Japan,36.3260317,136.5289653,,,Non-Fatal,,N751AN,Boeing,777,,,0,2,243,,CRUISE
DCA15WA002,10/03/2014,"Buenos Aires, Argentina",Argentina,-34.6036844,-58.3815591,,,Non-Fatal,,N772AN,Boeing,777,SCHD,,0,1,248,,
DCA14WA004,10/03/2013,"Changi, Singapore",Singapore,1.3450101,103.9832089,WSAC,Changi Air Base,Incident,,,Boeing,777,,,0,0,,,
DCA06WA075,09/22/2006,"Brindisi, Italy",Italy,40.6327278,17.9417616,,,Incident,Minor,N861DA,Boeing,777,SCHD,,0,0,,,
DCA05RA086,08/01/2005,"Perth, Australia",Australia,-31.9523123,115.861309,,,Incident,,,Boeing,777,SCHD,,0,0,,,
ENG07RA014,02/26/2007,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Non-Fatal,Substantial,N786UA,Boeing,777,SCHD,,0,0,205,,
DCA07WA041,05/12/2007,"Tel Aviv, Israel",Israel,32.0852999,34.7817676,,,Incident,Minor,N863DA,Boeing,777,SCHD,,0,0,,,
ENG13WA010,12/31/2012,"Seoul, South Korea, Korea, Republic Of","Korea, Republic Of",37.566535,126.9779692,ICN,Incheon International Airport,Incident,,N206UA,Boeing,777,SCHD,,0,0,,,
DCA12WA109,07/05/2012,"Tokyo, Japan",Japan,35.6761919,139.6503106,,,Non-Fatal,,N224UA,Boeing,777,SCHD,,0,1,252,,CRUISE
OPS10IA020A,03/27/2010,"San Francisco, CA",United States,37.7749295,-122.4194155,,,Incident,,,Boeing,777,SCHD,,0,0,268,,TAKEOFF
CHI08FA050,12/14/2007,"Chicago, IL",United States,41.978611,-87.904722,ORD,Chicago O'Hare Intl,Non-Fatal,Minor,N220UA,Boeing,777,SCHD,,0,1,263,VMC,APPROACH
CHI07FA184A,06/27/2007,"Chicago, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Minor,N213UA,Boeing,777,SCHD,,0,0,501,VMC,TAXI
MIA03LA067,02/25/2003,"Miami, FL",United States,25.949722,-81.2525,MIA,Miami International,Non-Fatal,,N790AN,Boeing,777,SCHD,,0,2,131,VMC,DESCENT
DFW06LA115,04/25/2006,"DFW Int'l Apt, TX",United States,32.891389,-97.036111,DFW,Dallas/Fort Worth Int'l,Non-Fatal,,N789AN,Boeing,777,SCHD,,0,1,253,VMC,DESCENT
DEN01FA157,09/05/2001,"Denver, CO",United States,39.859722,-104.671667,DEN,Denver International Airport,Fatal(1),Substantial,G-VIIK,Boeing,777,SCHD,,1,0,26,VMC,STANDING
DCA08RA028,01/17/2008,"London, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Non-Fatal,Substantial,,Boeing,777,SCHD,,0,0,191,,
LAX04LA007B,10/07/2003,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,Non-Fatal,Substantial,JA709A,Boeing,777,SCHD,,0,0,450,VMC,TAXI
DFW08WA090,02/25/2008,"Mexico City, Mexico",Mexico,19.433333,-99.066667,,,Incident,Minor,N774AM,Boeing,777,SCHD,,0,0,403,VMC,
DCA04WA025,09/28/2003,"Chennai, India",India,13.0826802,80.2707184,,,Incident,,,Boeing,777,SCHD,,0,0,,,
ENG08WA049,03/29/2008,"Azores, Portugal",Portugal,37.7412488,-25.6755944,SMA,Santa Maria,Incident,,,Boeing,777,SCHD,,0,0,,,
DCA16WA040,12/30/2015,"Calgary, Canada",Canada,51.0447331,-114.0718831,,,Incident,,,Boeing,777,,,0,0,,,
DCA13WA159,09/18/2013,"Warsaw, Poland",Poland,52.2296756,21.0122287,EPWA,Warsaw,Incident,,,Boeing,787,SCHD,,0,0,,,
ENG15RA006,01/22/2015,"Budapest, Hungary",Hungary,47.497912,19.040235,,,Incident,,,Boeing,787,SCHD,,0,0,,,
DCA07WA011,11/18/2006,"Leticia, Colombia",Colombia,-4.203165,-69.935907,,,Unavailable,Destroyed,,Boeing,727,NSCH,,0,0,,,
ATL01IA083,07/13/2001,"MEMPHIS, TN",United States,35.035555,-89.968611,MEM,Memphis International Arpt,Incident,Minor,N189FE,Boeing,727,SCHD,,0,0,3,VMC,TAKEOFF
DCA00WA063,07/12/1999,"Cuzco, Peru",Peru,-13.53195,-71.9674626,,,Incident,,,Boeing,737,SCHD,,0,0,,,
DCA98WA033,04/12/1998,"ALMATY, Kazakhstan",Kazakhstan,43.2220146,76.8512485,,,Unavailable,,,Boeing,737,SCHD,,0,0,,,
DCA97WA025,02/08/1997,"NURNBERG/GERF, Germany",Germany,49.4110627,11.0551121,,,Unavailable,,,Boeing,737,SCHD,,0,0,,,
DCA01WA035,03/25/2001,"Riyahd, Saudi Arabia",Saudi Arabia,24.7135517,46.6752957,,,Incident,,,Boeing,737,SCHD,,0,0,2,,
NYC01LA075A,02/03/2001,"Boston, MA",United States,42.3600825,-71.0588801,BOS,Logan International Airport,Non-Fatal,Substantial,N3735D,Boeing,737,SCHD,,0,0,135,VMC,TAXI
DCA05WA028,01/24/2005,"Dusseldorf, Germany",Germany,51.2277411,6.7734556,,,Incident,Minor,N808MC,Boeing,747,NSCH,,0,0,3,IMC,
MIA95WA143,06/03/1995,"PANAMA  CITY, Panama",Panama,8.9823792,-79.5198696,,,Non-Fatal,Substantial,N706CK,Boeing,747,NSCH,,0,0,4,VMC,
DCA01WA045,06/05/2001,"Tokyo, Japan",Japan,35.6761919,139.6503106,,,Incident,Minor,N663US,Boeing,747,SCHD,,0,0,2,,
